ID,sea_level_245_2050,sea_level_370_2050,sea_level_585_2050,TC,tc_245_2050,tc_370_2050,tc_585_2050
DU111,0.2984087685954445,0.4687045696219387,0.575653651569616,9,0.5248183181910514,0.5248183181910514,0.5248183181910514
DU112,0.2755550595135769,0.46275519114145647,0.568072174938741,4,0.323185980556638,0.323185980556638,0.323185980556638
DU113,0.24959564828977382,0.45848856738903393,0.5612530113575253,4,0.323185980556638,0.323185980556638,0.323185980556638
DU114,0.23037541805090203,0.4546384816192509,0.5570207934950715,6,0.41273128322567415,0.41273128322567415,0.41273128322567415
DU78,0.36590860141355935,0.4800562955977155,0.6015823195340225,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DU79,0.37795307570806136,0.4877265193785374,0.6125870702122381,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DU80,0.3879414412453851,0.49678087075131216,0.6258516557932785,2,0.24370977937394744,0.24370977937394744,0.24370977937394744
DU81,0.39800417213762207,0.5061302815235508,0.6417839046107957,2,0.24370977937394744,0.24370977937394744,0.24370977937394744
DU82,0.4057822981403175,0.5154474764142541,0.6581504170442026,0,0,0,0
DV112,0.27192874504060793,0.4620468317922541,0.5664564517616015,20,0.8921844058155269,0.8921844058155269,0.8921844058155269
DV113,0.24517208116126854,0.45790356465202126,0.560840818227282,20,0.8921844058155269,0.8921844058155269,0.8921844058155269
DV114,0.22444476090601065,0.4539822698891806,0.5562759657007014,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DV77,0.362487524668509,0.47861547987817404,0.5995291469140561,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DV78,0.3762533457980357,0.4857981663130386,0.6095283325828632,4,0.323185980556638,0.323185980556638,0.323185980556638
DV79,0.38688265374045316,0.494861006026711,0.6230832854472013,4,0.323185980556638,0.323185980556638,0.323185980556638
DV80,0.3968411202015593,0.5042718508311193,0.6405949543751678,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
