src,nbr,src_x,src_y,nbr_x,nbr_y,EucDist
BP93,GE12,3934949.91904119,-564962.4706218361,1699184.1528534973,-4145275.565541021,4221053.23573473
BQ92,GE12,3909078.9103666004,-595833.8245278371,1699184.1528534973,-4145275.565541021,4181168.6777898115
BR92,GE12,3908168.297188433,-626700.8270671035,1699184.1528534973,-4145275.565541021,4154513.105064172
BR94,GE12,3958158.5030009835,-626700.8270671034,1699184.1528534973,-4145275.565541021,4181307.607059191
BR95,GE12,3983153.6059072586,-626700.8270671035,1699184.1528534973,-4145275.565541021,4194864.080361782
DC127,GE12,4702040.822193813,-1763649.9654936127,1699184.1528534973,-4145275.565541021,3832660.782720379
DC128,GE12,4726612.862842023,-1763649.9654936127,1699184.1528534973,-4145275.565541021,3851943.0282474286
DH123,GE12,4587211.427598146,-1916182.9581291282,1699184.1528534973,-4145275.565541021,3648226.3350959127
DH124,GE12,4611695.181178133,-1916182.9581291277,1699184.1528534973,-4145275.565541021,3667638.7966280133
DH125,GE12,4636178.93475812,-1916182.958129128,1699184.1528534973,-4145275.565541021,3687111.6339695137
DI123,GE12,4583735.819523033,-1946648.0331493157,1699184.1528534973,-4145275.565541021,3626927.2592480863
ET70,GE12,3166536.246336458,-3061784.023094869,1699184.1528534973,-4145275.565541021,1824027.4364167794
EW66,GE12,3060416.50042287,-3150977.3855284094,1699184.1528534973,-4145275.565541021,1685699.3726182664
EX67,GE12,3079833.897776967,-3180661.2325394778,1699184.1528534973,-4145275.565541021,1684243.0138163713
BF100,GE13,4116421.103968294,-256059.28990770542,1721437.2029634297,-4145275.5655410215,4567488.492018733
BF101,GE13,4141466.6578159924,-256059.28990770527,1721437.2029634297,-4145275.5655410215,4580670.889837544
BG99,GE13,4090953.2652706616,-286961.7381616283,1721437.2029634297,-4145275.5655410215,4527824.197125921
BK95,GE13,3988664.5459936955,-410548.3365296979,1721437.2029634297,-4145275.5655410215,4369039.631326623
BK96,GE13,4013694.231175273,-410548.33652969793,1721437.2029634297,-4145275.5655410215,4382080.528528109
BO94,GE13,3960785.341904585,-534086.9912775034,1721437.2029634297,-4145275.5655410215,4249160.270720627
BP93,GE13,3934949.91904119,-564962.4706218361,1721437.2029634297,-4145275.5655410215,4209308.779584569
BQ92,GE13,3909078.9103666004,-595833.8245278371,1721437.2029634297,-4145275.5655410215,4169449.9532692037
BR92,GE13,3908168.297188433,-626700.8270671035,1721437.2029634297,-4145275.5655410215,4142723.870677031
BR94,GE13,3958158.5030009835,-626700.8270671034,1721437.2029634297,-4145275.5655410215,4169327.3275515903
BR95,GE13,3983153.6059072586,-626700.8270671035,1721437.2029634297,-4145275.5655410215,4182789.6525610723
DC127,GE13,4702040.822193813,-1763649.9654936127,1721437.2029634297,-4145275.5655410215,3815250.769447591
DC128,GE13,4726612.862842023,-1763649.9654936127,1721437.2029634297,-4145275.5655410215,3834477.9625821193
DH123,GE13,4587211.427598146,-1916182.9581291282,1721437.2029634297,-4145275.5655410215,3630635.7238091324
DH124,GE13,4611695.181178133,-1916182.9581291277,1721437.2029634297,-4145275.5655410215,3649992.470273343
DH125,GE13,4636178.93475812,-1916182.958129128,1721437.2029634297,-4145275.5655410215,3669410.472471548
DI123,GE13,4583735.819523033,-1946648.0331493157,1721437.2029634297,-4145275.5655410215,3609254.2715289346
ET70,GE13,3166536.246336458,-3061784.023094869,1721437.2029634297,-4145275.5655410215,1806174.1797816686
EW66,GE13,3060416.50042287,-3150977.3855284094,1721437.2029634297,-4145275.5655410215,1667781.2895584865
EX67,GE13,3079833.897776967,-3180661.2325394778,1721437.2029634297,-4145275.5655410215,1666049.9368003216
BF100,GE14,4116421.103968294,-256059.28990770542,1743690.2530733629,-4145275.565541021,4555859.406241556
BF101,GE14,4141466.6578159924,-256059.28990770527,1743690.2530733629,-4145275.565541021,4568953.373125137
BG99,GE14,4090953.2652706616,-286961.7381616283,1743690.2530733629,-4145275.565541021,4516218.466701601
BK95,GE14,3988664.5459936955,-410548.3365296979,1743690.2530733629,-4145275.565541021,4357533.367742781
BK96,GE14,4013694.231175273,-410548.33652969793,1743690.2530733629,-4145275.565541021,4370481.156087633
BO94,GE14,3960785.341904585,-534086.9912775034,1743690.2530733629,-4145275.565541021,4237474.902794222
BP93,GE14,3934949.91904119,-564962.4706218361,1743690.2530733629,-4145275.565541021,4197649.435261028
BQ92,GE14,3909078.9103666004,-595833.8245278371,1743690.2530733629,-4145275.565541021,4157817.3011786984
BR92,GE14,3908168.297188433,-626700.8270671035,1743690.2530733629,-4145275.565541021,4131020.8658009702
BR94,GE14,3958158.5030009835,-626700.8270671034,1743690.2530733629,-4145275.565541021,4157431.637461318
BR95,GE14,3983153.6059072586,-626700.8270671035,1743690.2530733629,-4145275.565541021,4170799.000061359
DC127,GE14,4702040.822193813,-1763649.9654936127,1743690.2530733629,-4145275.565541021,3797891.3344929274
DC128,GE14,4726612.862842023,-1763649.9654936127,1743690.2530733629,-4145275.565541021,3817062.718199723
DH123,GE14,4587211.427598146,-1916182.9581291282,1743690.2530733629,-4145275.565541021,3613096.5282412753
DH124,GE14,4611695.181178133,-1916182.9581291277,1743690.2530733629,-4145275.565541021,3632396.7459587343
DH125,GE14,4636178.93475812,-1916182.958129128,1743690.2530733629,-4145275.565541021,3651759.113919315
DI123,GE14,4583735.819523033,-1946648.0331493157,1743690.2530733629,-4145275.565541021,3591632.197998741
ET70,GE14,3166536.246336458,-3061784.023094869,1743690.2530733629,-4145275.565541021,1788419.5936908051
EW66,GE14,3060416.50042287,-3150977.3855284094,1743690.2530733629,-4145275.565541021,1649968.7515936496
EX67,GE14,3079833.897776967,-3180661.2325394778,1743690.2530733629,-4145275.565541021,1647956.507531022
BF100,GE16,4116421.103968294,-256059.28990770542,1788196.3532932296,-4145275.565541022,4532839.477447558
BF101,GE16,4141466.6578159924,-256059.28990770527,1788196.3532932296,-4145275.565541022,4545754.54295541
BG99,GE16,4090953.2652706616,-286961.7381616283,1788196.3532932296,-4145275.565541022,4493247.710310089
BK95,GE16,3988664.5459936955,-410548.3365296979,1788196.3532932296,-4145275.565541022,4334771.936585021
BK96,GE16,4013694.231175273,-410548.33652969793,1788196.3532932296,-4145275.565541022,4347531.285635112
BO94,GE16,3960785.341904585,-534086.9912775034,1788196.3532932296,-4145275.565541022,4214359.480671612
BP93,GE16,3934949.91904119,-564962.4706218361,1788196.3532932296,-4145275.565541022,4174588.9294278286
BQ92,GE16,3909078.9103666004,-595833.8245278371,1788196.3532932296,-4145275.565541022,4134813.114730192
BR92,GE16,3908168.297188433,-626700.8270671035,1788196.3532932296,-4145275.565541022,4107876.4870830295
BR94,GE16,3958158.5030009835,-626700.8270671034,1788196.3532932296,-4145275.565541022,4133896.94131229
BR95,GE16,3983153.6059072586,-626700.8270671035,1788196.3532932296,-4145275.565541022,4147071.9225773895
DC127,GE16,4702040.822193813,-1763649.9654936127,1788196.3532932296,-4145275.565541022,3763326.997185297
DC128,GE16,4726612.862842023,-1763649.9654936127,1788196.3532932296,-4145275.565541022,3782384.4440233856
DH123,GE16,4587211.427598146,-1916182.9581291282,1788196.3532932296,-4145275.565541022,3578175.406349514
DH124,GE16,4611695.181178133,-1916182.9581291277,1788196.3532932296,-4145275.565541022,3597360.0714254025
DH125,GE16,4636178.93475812,-1916182.958129128,1788196.3532932296,-4145275.565541022,3616608.720437667
DI123,GE16,4583735.819523033,-1946648.0331493157,1788196.3532932296,-4145275.565541022,3556543.818574327
ET70,GE16,3166536.246336458,-3061784.023094869,1788196.3532932296,-4145275.565541022,1753218.4071891217
EW66,GE16,3060416.50042287,-3150977.3855284094,1788196.3532932296,-4145275.565541022,1614674.2623634518
EX67,GE16,3079833.897776967,-3180661.2325394778,1788196.3532932296,-4145275.565541022,1612081.9947359974
BF100,GE17,4116421.103968294,-256059.28990770542,1810449.4034031627,-4145275.565541021,4521449.847389476
BF101,GE17,4141466.6578159924,-256059.28990770527,1810449.4034031627,-4145275.565541021,4534274.43799131
BG99,GE17,4090953.2652706616,-286961.7381616283,1810449.4034031627,-4145275.565541021,4481883.918012558
BK95,GE17,3988664.5459936955,-410548.3365296979,1810449.4034031627,-4145275.565541021,4323518.090921939
BK96,GE17,4013694.231175273,-410548.33652969793,1810449.4034031627,-4145275.565541021,4336182.104827143
BO94,GE17,3960785.341904585,-534086.9912775034,1810449.4034031627,-4145275.565541021,4202930.830658788
BP93,GE17,3934949.91904119,-564962.4706218361,1810449.4034031627,-4145275.565541021,4163189.198030284
BQ92,GE17,3909078.9103666004,-595833.8245278371,1810449.4034031627,-4145275.565541021,4123443.0371164707
BR92,GE17,3908168.297188433,-626700.8270671035,1810449.4034031627,-4145275.565541021,4096436.5914255884
BR94,GE17,3958158.5030009835,-626700.8270671034,1810449.4034031627,-4145275.565541021,4122259.400707588
BR95,GE17,3983153.6059072586,-626700.8270671035,1810449.4034031627,-4145275.565541021,4135336.9562595203
DC127,GE17,4702040.822193813,-1763649.9654936127,1810449.4034031627,-4145275.565541021,3746123.520657708
DC128,GE17,4726612.862842023,-1763649.9654936127,1810449.4034031627,-4145275.565541021,3765122.8161864257
DH123,GE17,4587211.427598146,-1916182.9581291282,1810449.4034031627,-4145275.565541021,3560795.0223833118
DH124,GE17,4611695.181178133,-1916182.9581291277,1810449.4034031627,-4145275.565541021,3579920.6359806987
DH125,GE17,4636178.93475812,-1916182.958129128,1810449.4034031627,-4145275.565541021,3599111.1731634326
DI123,GE17,4583735.819523033,-1946648.0331493157,1810449.4034031627,-4145275.565541021,3539079.0570465974
ET70,GE17,3166536.246336458,-3061784.023094869,1810449.4034031627,-4145275.565541021,1735778.0526695033
EW66,GE17,3060416.50042287,-3150977.3855284094,1810449.4034031627,-4145275.565541021,1597199.6163311165
EX67,GE17,3079833.897776967,-3180661.2325394778,1810449.4034031627,-4145275.565541021,1594307.9395112635
BF100,GE18,4116421.103968294,-256059.28990770542,1832702.4535130959,-4145275.5655410215,4510141.252010628
BF101,GE18,4141466.6578159924,-256059.28990770527,1832702.4535130959,-4145275.5655410215,4522874.68207129
BG99,GE18,4090953.2652706616,-286961.7381616283,1832702.4535130959,-4145275.5655410215,4470602.008605857
BK95,GE18,3988664.5459936955,-410548.3365296979,1832702.4535130959,-4145275.5655410215,4312349.70976751
BK96,GE18,4013694.231175273,-410548.33652969793,1832702.4535130959,-4145275.5655410215,4324917.641915118
BO94,GE18,3960785.341904585,-534086.9912775034,1832702.4535130959,-4145275.5655410215,4191589.1614942467
BP93,GE18,3934949.91904119,-564962.4706218361,1832702.4535130959,-4145275.5655410215,4151877.4384571
BQ92,GE18,3909078.9103666004,-595833.8245278371,1832702.4535130959,-4145275.5655410215,4112161.9451843356
BR92,GE18,3908168.297188433,-626700.8270671035,1832702.4535130959,-4145275.5655410215,4085085.8814093224
BR94,GE18,3958158.5030009835,-626700.8270671034,1832702.4535130959,-4145275.5655410215,4110709.380208173
BR95,GE18,3983153.6059072586,-626700.8270671035,1832702.4535130959,-4145275.5655410215,4123688.682364393
DC127,GE18,4702040.822193813,-1763649.9654936127,1832702.4535130959,-4145275.5655410215,3728973.4744007625
DC128,GE18,4726612.862842023,-1763649.9654936127,1832702.4535130959,-4145275.5655410215,3747913.8138467777
DH123,GE18,4587211.427598146,-1916182.9581291282,1832702.4535130959,-4145275.5655410215,3543469.139238188
DH124,GE18,4611695.181178133,-1916182.9581291277,1832702.4535130959,-4145275.5655410215,3562534.8325081007
DH125,GE18,4636178.93475812,-1916182.958129128,1832702.4535130959,-4145275.5655410215,3581666.4045262975
DI123,GE18,4583735.819523033,-1946648.0331493157,1832702.4535130959,-4145275.5655410215,3521668.298845137
ET70,GE18,3166536.246336458,-3061784.023094869,1832702.4535130959,-4145275.5655410215,1718448.8672724299
EW66,GE18,3060416.50042287,-3150977.3855284094,1832702.4535130959,-4145275.5655410215,1579845.1353711756
EX67,GE18,3079833.897776967,-3180661.2325394778,1832702.4535130959,-4145275.5655410215,1576647.5987688885
BF100,GE19,4116421.103968294,-256059.28990770542,1854955.503623029,-4145275.5655410215,4498914.302384082
BF101,GE19,4141466.6578159924,-256059.28990770527,1854955.503623029,-4145275.5655410215,4511555.8842709605
BG99,GE19,4090953.2652706616,-286961.7381616283,1854955.503623029,-4145275.5655410215,4459402.603560285
BK95,GE19,3988664.5459936955,-410548.3365296979,1854955.503623029,-4145275.5655410215,4301267.45885593
BK96,GE19,4013694.231175273,-410548.33652969793,1854955.503623029,-4145275.5655410215,4313738.560570458
BO94,GE19,3960785.341904585,-534086.9912775034,1854955.503623029,-4145275.5655410215,4180335.1811413765
BP93,GE19,3934949.91904119,-564962.4706218361,1854955.503623029,-4145275.5655410215,4140654.3716930216
BQ92,GE19,3909078.9103666004,-595833.8245278371,1854955.503623029,-4145275.5655410215,4100970.573288538
BR92,GE19,3908168.297188433,-626700.8270671035,1854955.503623029,-4145275.5655410215,4073825.102515749
BR94,GE19,3958158.5030009835,-626700.8270671034,1854955.503623029,-4145275.5655410215,4099247.6196028003
BR95,GE19,3983153.6059072586,-626700.8270671035,1854955.503623029,-4145275.5655410215,4112127.8376034223
DC127,GE19,4702040.822193813,-1763649.9654936127,1854955.503623029,-4145275.5655410215,3711877.5990086845
DC128,GE19,4726612.862842023,-1763649.9654936127,1854955.503623029,-4145275.5655410215,3730758.1652470836
DH123,GE19,4587211.427598146,-1916182.9581291282,1854955.503623029,-4145275.5655410215,3526198.560279252
DH124,GE19,4611695.181178133,-1916182.9581291277,1854955.503623029,-4145275.5655410215,3545203.4500469747
DH125,GE19,4636178.93475812,-1916182.958129128,1854955.503623029,-4145275.5655410215,3564275.1894758637
DI123,GE19,4583735.819523033,-1946648.0331493157,1854955.503623029,-4145275.5655410215,3504312.3488973076
ET70,GE19,3166536.246336458,-3061784.023094869,1854955.503623029,-4145275.5655410215,1701234.248188371
EW66,GE19,3060416.50042287,-3150977.3855284094,1854955.503623029,-4145275.5655410215,1562614.8231672635
EX67,GE19,3079833.897776967,-3180661.2325394778,1854955.503623029,-4145275.5655410215,1559104.8367243116
BF100,GE20,4116421.103968294,-256059.28990770542,1877208.5537329619,-4145275.565541021,4487769.611263762
BF101,GE20,4141466.6578159924,-256059.28990770527,1877208.5537329619,-4145275.565541021,4500318.655446162
BG99,GE20,4090953.2652706616,-286961.7381616283,1877208.5537329619,-4145275.565541021,4448286.326037045
BK95,GE20,3988664.5459936955,-410548.3365296979,1877208.5537329619,-4145275.565541021,4290272.005639311
BK96,GE20,4013694.231175273,-410548.33652969793,1877208.5537329619,-4145275.565541021,4302645.526305268
BO94,GE20,3960785.341904585,-534086.9912775034,1877208.5537329619,-4145275.565541021,4169169.599704353
BP93,GE20,3934949.91904119,-564962.4706218361,1877208.5537329619,-4145275.565541021,4129520.7208767417
BQ92,GE20,3909078.9103666004,-595833.8245278371,1877208.5537329619,-4145275.565541021,4089869.6579491645
BR92,GE20,3908168.297188433,-626700.8270671035,1877208.5537329619,-4145275.565541021,4062655.0025523347
BR94,GE20,3958158.5030009835,-626700.8270671034,1877208.5537329619,-4145275.565541021,4087874.8612922803
BR95,GE20,3983153.6059072586,-626700.8270671035,1877208.5537329619,-4145275.565541021,4100655.1614350844
DC127,GE20,4702040.822193813,-1763649.9654936127,1877208.5537329619,-4145275.565541021,3694836.646421443
DC128,GE20,4726612.862842023,-1763649.9654936127,1877208.5537329619,-4145275.565541021,3713656.6098079756
DH123,GE20,4587211.427598146,-1916182.9581291282,1877208.5537329619,-4145275.565541021,3508984.1020979146
DH124,GE20,4611695.181178133,-1916182.9581291277,1877208.5537329619,-4145275.565541021,3527927.2906474164
DH125,GE20,4636178.93475812,-1916182.958129128,1877208.5537329619,-4145275.565541021,3546938.315758037
DI123,GE20,4583735.819523033,-1946648.0331493157,1877208.5537329619,-4145275.565541021,3487012.025596688
ET70,GE20,3166536.246336458,-3061784.023094869,1877208.5537329619,-4145275.565541021,1684137.7085816339
EW66,GE20,3060416.50042287,-3150977.3855284094,1877208.5537329619,-4145275.565541021,1545512.8326502307
EX67,GE20,3079833.897776967,-3180661.2325394778,1877208.5537329619,-4145275.565541021,1541683.66715386
BF100,GE21,4116421.103968294,-256059.28990770542,1899461.6038428957,-4145275.565541022,4476707.792993344
BF101,GE21,4141466.6578159924,-256059.28990770527,1899461.6038428957,-4145275.565541022,4489163.608144839
BG99,GE21,4090953.2652706616,-286961.7381616283,1899461.6038428957,-4145275.565541022,4437253.8007932855
BK95,GE21,3988664.5459936955,-410548.3365296979,1899461.6038428957,-4145275.565541022,4279364.019175065
BK96,GE21,4013694.231175273,-410548.33652969793,1899461.6038428957,-4145275.565541022,4291639.206363388
BO94,GE21,3960785.341904585,-534086.9912775034,1899461.6038428957,-4145275.565541022,4158093.12930675
BP93,GE21,3934949.91904119,-564962.4706218361,1899461.6038428957,-4145275.565541022,4118477.2111738813
BQ92,GE21,3909078.9103666004,-595833.8245278371,1899461.6038428957,-4145275.565541022,4078859.937718664
BR92,GE21,3908168.297188433,-626700.8270671035,1899461.6038428957,-4145275.565541022,4051576.331518137
BR94,GE21,3958158.5030009835,-626700.8270671034,1899461.6038428957,-4145275.565541022,4076591.8501647837
BR95,GE21,3983153.6059072586,-626700.8270671035,1899461.6038428957,-4145275.565541022,4089271.3959449786
DC127,GE21,4702040.822193813,-1763649.9654936127,1899461.6038428957,-4145275.565541022,3677851.3800769085
DC128,GE21,4726612.862842023,-1763649.9654936127,1899461.6038428957,-4145275.565541022,3696609.8982799817
DH123,GE21,4587211.427598146,-1916182.9581291282,1899461.6038428957,-4145275.565541022,3491826.594708668
DH124,GE21,4611695.181178133,-1916182.9581291277,1899461.6038428957,-4145275.565541022,3510707.169566134
DH125,GE21,4636178.93475812,-1916182.958129128,1899461.6038428957,-4145275.565541022,3529656.5841098633
DI123,GE21,4583735.819523033,-1946648.0331493157,1899461.6038428957,-4145275.565541022,3469768.161009617
ET70,GE21,3166536.246336458,-3061784.023094869,1899461.6038428957,-4145275.565541022,1667162.881125456
EW66,GE21,3060416.50042287,-3150977.3855284094,1899461.6038428957,-4145275.565541022,1528543.4709779804
EX67,GE21,3079833.897776967,-3180661.2325394778,1899461.6038428957,-4145275.565541022,1524388.2588498231
BF100,GE22,4116421.103968294,-256059.28990770542,1921714.6539528284,-4145275.5655410215,4465729.463412508
BF101,GE22,4141466.6578159924,-256059.28990770527,1921714.6539528284,-4145275.5655410215,4478091.356516258
BG99,GE22,4090953.2652706616,-286961.7381616283,1921714.6539528284,-4145275.5655410215,4426305.6540843565
BK95,GE22,3988664.5459936955,-410548.3365296979,1921714.6539528284,-4145275.5655410215,4268544.17001
BK96,GE22,4013694.231175273,-410548.33652969793,1921714.6539528284,-4145275.5655410215,4280720.269608188
BO94,GE22,3960785.341904585,-534086.9912775034,1921714.6539528284,-4145275.5655410215,4147106.4839663124
BP93,GE22,3934949.91904119,-564962.4706218361,1921714.6539528284,-4145275.5655410215,4107524.569645956
BQ92,GE22,3909078.9103666004,-595833.8245278371,1921714.6539528284,-4145275.5655410215,4067942.153044678
BR92,GE22,3908168.297188433,-626700.8270671035,1921714.6539528284,-4145275.5655410215,4040589.841465081
BR94,GE22,3958158.5030009835,-626700.8270671034,1921714.6539528284,-4145275.5655410215,4065399.33346687
BR95,GE22,3983153.6059072586,-626700.8270671035,1921714.6539528284,-4145275.5655410215,4077977.285721658
DC127,GE22,4702040.822193813,-1763649.9654936127,1921714.6539528284,-4145275.5655410215,3660922.5750631182
DC128,GE22,4726612.862842023,-1763649.9654936127,1921714.6539528284,-4145275.5655410215,3679618.7928956705
DH123,GE22,4587211.427598146,-1916182.9581291282,1921714.6539528284,-4145275.5655410215,3474726.8817465277
DH124,GE22,4611695.181178133,-1916182.9581291277,1921714.6539528284,-4145275.5655410215,3493543.9154631626
DH125,GE22,4636178.93475812,-1916182.958129128,1921714.6539528284,-4145275.5655410215,3512430.8084553275
DI123,GE22,4583735.819523033,-1946648.0331493157,1921714.6539528284,-4145275.5655410215,3452581.6010826724
ET70,GE22,3166536.246336458,-3061784.023094869,1921714.6539528284,-4145275.5655410215,1650313.5215518468
EW66,GE22,3060416.50042287,-3150977.3855284094,1921714.6539528284,-4145275.5655410215,1511711.2045396352
EX67,GE22,3079833.897776967,-3180661.2325394778,1921714.6539528284,-4145275.5655410215,1507222.9411562867
BF100,GE23,4116421.103968294,-256059.28990770542,1943967.704062762,-4145275.565541021,4454835.239760521
BF101,GE23,4141466.6578159924,-256059.28990770527,1943967.704062762,-4145275.565541021,4467102.516217601
BG99,GE23,4090953.2652706616,-286961.7381616283,1943967.704062762,-4145275.565541021,4415442.513563303
BK95,GE23,3988664.5459936955,-410548.3365296979,1943967.704062762,-4145275.565541021,4257813.130061126
BK96,GE23,4013694.231175273,-410548.33652969793,1943967.704062762,-4145275.565541021,4269889.386407078
BO94,GE23,3960785.341904585,-534086.9912775034,1943967.704062762,-4145275.565541021,4136210.3794658766
BP93,GE23,3934949.91904119,-564962.4706218361,1943967.704062762,-4145275.565541021,4096663.52511531
BQ92,GE23,3909078.9103666004,-595833.8245278371,1943967.704062762,-4145275.565541021,4057117.0461286465
BR92,GE23,3908168.297188433,-626700.8270671035,1943967.704062762,-4145275.565541021,4029696.286354846
BR94,GE23,3958158.5030009835,-626700.8270671034,1943967.704062762,-4145275.565541021,4054298.0606702054
BR95,GE23,3983153.6059072586,-626700.8270671035,1943967.704062762,-4145275.565541021,4066773.577728191
DC127,GE23,4702040.822193813,-1763649.9654936127,1943967.704062762,-4145275.565541021,3644051.0182705065
DC128,GE23,4726612.862842023,-1763649.9654936127,1943967.704062762,-4145275.565541021,3662684.0675219097
DH123,GE23,4587211.427598146,-1916182.9581291282,1943967.704062762,-4145275.565541021,3457685.8206649655
DH124,GE23,4611695.181178133,-1916182.9581291277,1943967.704062762,-4145275.565541021,3476438.3705992396
DH125,GE23,4636178.93475812,-1916182.958129128,1943967.704062762,-4145275.565541021,3495261.8161019883
DI123,GE23,4583735.819523033,-1946648.0331493157,1943967.704062762,-4145275.565541021,3435453.2058509416
ET70,GE23,3166536.246336458,-3061784.023094869,1943967.704062762,-4145275.565541021,1633593.512202338
EW66,GE23,3060416.50042287,-3150977.3855284094,1943967.704062762,-4145275.565541021,1495020.6639609786
EX67,GE23,3079833.897776967,-3180661.2325394778,1943967.704062762,-4145275.565541021,1490192.2095672116
BF100,GE24,4116421.103968294,-256059.28990770542,1966220.754172695,-4145275.5655410215,4444025.74057714
BF101,GE24,4141466.6578159924,-256059.28990770527,1966220.754172695,-4145275.5655410215,4456197.70431789
BG99,GE24,4090953.2652706616,-286961.7381616283,1966220.754172695,-4145275.5655410215,4404665.008177545
BK95,GE24,3988664.5459936955,-410548.3365296979,1966220.754172695,-4145275.5655410215,4247171.572493146
BK96,GE24,4013694.231175273,-410548.33652969793,1966220.754172695,-4145275.5655410215,4259147.228512725
BO94,GE24,3960785.341904585,-534086.9912775034,1966220.754172695,-4145275.5655410215,4125405.5332203964
BP93,GE24,3934949.91904119,-564962.4706218361,1966220.754172695,-4145275.5655410215,4085894.808025972
BQ92,GE24,3909078.9103666004,-595833.8245278371,1966220.754172695,-4145275.5655410215,4046385.360780148
BR92,GE24,3908168.297188433,-626700.8270671035,1966220.754172695,-4145275.5655410215,4018896.4219113267
BR94,GE24,3958158.5030009835,-626700.8270671034,1966220.754172695,-4145275.5655410215,4043288.7833339227
BR95,GE24,3983153.6059072586,-626700.8270671035,1966220.754172695,-4145275.5655410215,4055661.0211694124
DC127,GE24,4702040.822193813,-1763649.9654936127,1966220.754172695,-4145275.5655410215,3627237.5085439677
DC128,GE24,4726612.862842023,-1763649.9654936127,1966220.754172695,-4145275.5655410215,3645806.5078121033
DH123,GE24,4587211.427598146,-1916182.9581291282,1966220.754172695,-4145275.5655410215,3440704.2829341716
DH124,GE24,4611695.181178133,-1916182.9581291277,1966220.754172695,-4145275.5655410215,3459391.3910337044
DH125,GE24,4636178.93475812,-1916182.958129128,1966220.754172695,-4145275.5655410215,3478150.4479382993
DI123,GE24,4583735.819523033,-1946648.0331493157,1966220.754172695,-4145275.5655410215,3418383.8496469096
ET70,GE24,3166536.246336458,-3061784.023094869,1966220.754172695,-4145275.5655410215,1617006.865563866
EW66,GE24,3060416.50042287,-3150977.3855284094,1966220.754172695,-4145275.5655410215,1478476.6490845804
EX67,GE24,3079833.897776967,-3180661.2325394778,1966220.754172695,-4145275.5655410215,1473300.73136485
BF100,GE25,4116421.103968294,-256059.28990770542,1988473.8042826282,-4145275.5655410215,4433301.585600804
BF101,GE25,4141466.6578159924,-256059.28990770527,1988473.8042826282,-4145275.5655410215,4445377.53919921
BG99,GE25,4090953.2652706616,-286961.7381616283,1988473.8042826282,-4145275.5655410215,4393973.768062749
BK95,GE25,3988664.5459936955,-410548.3365296979,1988473.8042826282,-4145275.5655410215,4236620.171592595
BK96,GE25,4013694.231175273,-410548.33652969793,1988473.8042826282,-4145275.5655410215,4248494.468940948
BO94,GE25,3960785.341904585,-534086.9912775034,1988473.8042826282,-4145275.5655410215,4114692.664140065
BP93,GE25,3934949.91904119,-564962.4706218361,1988473.8042826282,-4145275.5655410215,4075219.1503004325
BQ92,GE25,3909078.9103666004,-595833.8245278371,1988473.8042826282,-4145275.5655410215,4035747.8422669736
BR92,GE25,3908168.297188433,-626700.8270671035,1988473.8042826282,-4145275.5655410215,4008191.0054686363
BR94,GE25,3958158.5030009835,-626700.8270671034,1988473.8042826282,-4145275.5655410215,4032372.254962582
BR95,GE25,3983153.6059072586,-626700.8270671035,1988473.8042826282,-4145275.5655410215,4044640.367354813
DC127,GE25,4702040.822193813,-1763649.9654936127,1988473.8042826282,-4145275.5655410215,3610482.856834606
DC128,GE25,4726612.862842023,-1763649.9654936127,1988473.8042826282,-4145275.5655410215,3628986.91135828
DH123,GE25,4587211.427598146,-1916182.9581291282,1988473.8042826282,-4145275.5655410215,3423783.1542394646
DH124,GE25,4611695.181178133,-1916182.9581291277,1988473.8042826282,-4145275.5655410215,3442403.8468227265
DH125,GE25,4636178.93475812,-1916182.958129128,1988473.8042826282,-4145275.5655410215,3461097.5586314523
DI123,GE25,4583735.819523033,-1946648.0331493157,1988473.8042826282,-4145275.5655410215,3401374.421309793
ET70,GE25,3166536.246336458,-3061784.023094869,1988473.8042826282,-4145275.5655410215,1600557.727771846
EW66,GE25,3060416.50042287,-3150977.3855284094,1988473.8042826282,-4145275.5655410215,1462084.1338940803
EX67,GE25,3079833.897776967,-3180661.2325394778,1988473.8042826282,-4145275.5655410215,1456553.3512727863
BF100,GE26,4116421.103968294,-256059.28990770542,2010726.8543925616,-4145275.565541022,4422663.395664132
BF101,GE26,4141466.6578159924,-256059.28990770527,2010726.8543925616,-4145275.565541022,4434642.640455261
BG99,GE26,4090953.2652706616,-286961.7381616283,2010726.8543925616,-4145275.565541022,4383369.4244338805
BK95,GE26,3988664.5459936955,-410548.3365296979,2010726.8543925616,-4145275.565541022,4226159.602638668
BK96,GE26,4013694.231175273,-410548.33652969793,2010726.8543925616,-4145275.565541022,4237931.781845293
BO94,GE26,3960785.341904585,-534086.9912775034,2010726.8543925616,-4145275.565541022,4104072.4924895107
BP93,GE26,3934949.91904119,-564962.4706218361,2010726.8543925616,-4145275.565541022,4064637.285192316
BQ92,GE26,3909078.9103666004,-595833.8245278371,2010726.8543925616,-4145275.565541022,4025205.2371609043
BR92,GE26,3908168.297188433,-626700.8270671035,2010726.8543925616,-4145275.565541022,3997580.7958146487
BR94,GE26,3958158.5030009835,-626700.8270671034,2010726.8543925616,-4145275.565541022,4021549.2308597346
BR95,GE26,3983153.6059072586,-626700.8270671035,2010726.8543925616,-4145275.565541022,4033712.369557059
DC127,GE26,4702040.822193813,-1763649.9654936127,2010726.8543925616,-4145275.565541022,3593787.886351015
